PM10,NO,NO2,NH3,SO2,CO,Ozone,Benzene,Toluene,PM2.5
8.67,9.58,24.38,13.9,8.25,0.75,20.98,0.41,1.47,4.08
12.63,9.65,24.48,13.86,8.05,0.75,21.36,0.41,1.43,5.93
21.68,9.68,24.47,13.85,8.19,0.75,21.34,0.42,1.48,10.19
18.75,9.64,24.36,13.87,7.87,0.75,21.07,0.42,1.46,8.81
21.91,9.58,24.41,13.8,8.09,0.72,21.67,0.41,1.46,10.3
21.65,9.73,24.42,13.9,8.25,0.72,20.8,0.41,1.48,10.17
21.21,9.63,24.46,13.79,8.09,0.75,21.37,0.41,1.45,9.97
20.98,9.65,24.49,13.9,8.29,0.75,22.14,0.42,1.44,9.86
25.38,9.65,24.44,13.8,7.95,0.74,20.98,0.4,1.46,11.93
23.51,9.62,24.45,13.87,8.15,0.75,21.43,0.41,1.44,11.05
26.92,9.72,24.47,13.86,8.26,0.74,20.64,0.42,1.43,12.65
30.89,9.65,24.45,13.78,8.17,0.74,20.66,0.41,1.43,14.52
27.48,9.66,24.4,13.75,8.1,0.75,21.54,0.41,1.44,12.92
29.82,9.6,24.5,13.83,7.87,0.76,20.96,0.41,1.48,14.02
28.11,9.67,24.45,13.87,8.09,0.74,21.58,0.41,1.45,13.21
29.71,9.67,24.43,13.75,8.03,0.74,21.48,0.42,1.42,13.96
29.87,9.61,24.44,13.81,8.1,0.75,19.76,0.41,1.42,14.04
29.68,9.69,24.42,13.84,8.13,0.74,20.67,0.41,1.48,13.95
24.85,9.66,24.46,13.88,7.12,0.71,20.21,0.41,1.42,11.68
24.45,9.65,24.39,13.84,8.09,0.74,20.51,0.41,1.43,11.49
22,9.68,24.47,13.9,8.18,0.75,21.11,0.42,1.43,10.34
21.95,9.66,24.46,13.85,8.49,0.73,21.79,0.41,1.44,10.32
19.92,9.62,24.41,13.88,8.23,0.74,21.64,0.42,1.45,9.36
17.59,9.66,24.42,13.9,8.29,0.74,20.77,0.41,1.48,8.26
19.55,9.75,24.38,13.73,8.2,0.77,21.61,0.39,1.46,9.19
31.23,9.48,24.31,13.83,7.07,0.72,6.46,0.42,1.45,14.68
46.51,9.64,24.41,13.82,8.11,0.73,21.28,0.41,1.44,21.86
37.24,9.61,24.41,13.93,7.98,0.76,22.52,0.42,1.45,17.5
33.25,9.69,24.48,13.87,8.32,0.74,21.77,0.41,1.45,15.62
30.75,9.63,24.44,13.81,8.05,0.74,20.16,0.41,1.44,14.46
27.29,9.66,24.43,13.84,8.18,0.75,21.79,0.42,1.44,12.83
28.56,9.62,24.43,13.92,7.99,0.74,21.16,0.42,1.44,13.43
30.6,9.65,24.38,13.85,8.14,0.72,21.55,0.41,1.46,14.38
30.67,9.61,24.46,13.86,7.98,0.73,21.38,0.41,1.45,14.41
31.46,9.66,24.4,13.82,8.21,0.74,21.22,0.41,1.44,14.79
34.08,9.65,24.46,13.9,8.15,0.74,23.3,0.42,1.48,16.02
33.86,9.68,24.33,13.79,8.26,0.74,21.85,0.4,1.49,15.91
29.08,9.64,24.44,13.85,8.11,0.73,22.07,0.41,1.48,13.66
31.94,9.63,24.38,13.93,8.08,0.75,20.84,0.41,1.45,15.01
31.97,9.57,24.44,13.83,7.83,0.73,20.56,0.42,1.44,15.03
30.7,9.61,24.44,13.79,7.99,0.73,20.93,0.41,1.45,14.43
37.28,9.66,24.4,13.87,8.16,0.71,20.74,0.41,1.45,17.52
40.39,9.67,24.41,13.79,7.27,0.74,19.58,0.4,1.42,18.98
34.31,9.65,24.38,13.86,8.16,0.73,21.01,0.41,1.46,16.13
36.15,9.65,24.45,13.84,8.14,0.72,21.4,0.4,1.45,16.99
37.37,9.66,24.35,13.84,8.16,0.74,21.39,0.4,1.45,17.56
28.86,9.66,24.45,13.84,8.15,0.73,20.3,0.41,1.46,13.57
26.35,9.72,24.37,13.84,8.44,0.73,21.54,0.4,1.47,12.38
25.36,9.65,24.37,13.82,8.14,0.72,21.38,0.41,1.45,11.92
25.58,9.64,24.45,13.99,8.1,0.74,21.88,0.41,1.45,12.02
28.32,9.66,24.45,13.9,8.16,0.73,22.07,0.41,1.45,13.31
28.02,9.57,24.42,13.9,7.79,0.74,21.92,0.42,1.45,13.16
26.14,9.69,24.33,13.89,8.31,0.73,21.89,0.4,1.47,12.28
23.94,9.72,24.41,13.85,8.44,0.73,21.41,0.42,1.45,11.25
18.09,9.63,24.41,13.85,8.07,0.74,21.69,0.41,1.42,8.5
18.11,9.66,24.44,13.86,8.19,0.74,21.33,0.41,1.46,8.52
21.55,9.66,24.46,13.88,8.18,0.73,21.44,0.41,1.42,10.13
21.54,9.69,24.4,13.81,8.31,0.75,22.67,0.42,1.42,10.12
25.35,9.65,24.41,13.74,8.13,0.73,22.67,0.4,1.43,11.91
23.99,9.72,24.41,13.82,8.44,0.75,21.79,0.41,1.44,11.27
23.13,9.61,24.41,13.86,7.97,0.73,20.42,0.42,1.48,10.87
None,None,None,None,None,None,None,None,None,None
26.33,9.75,24.39,None,7.82,0.67,None,0.37,1.41,12.42
26.41,9.7,24.49,13.9,8,0.75,12.88,0.41,1.48,12.41
41.51,9.65,24.41,13.86,8.21,0.75,21.69,0.42,1.43,19.51
29.63,9.65,24.45,13.85,7.99,0.73,21.93,0.42,1.44,13.92
24.6,9.66,24.49,13.84,7.23,0.74,21.58,0.41,1.46,11.57
20.02,9.72,24.41,13.8,7.99,0.75,21.25,0.41,1.47,9.41
15.02,9.64,24.51,13.87,8.27,0.73,21.7,0.41,1.44,7.06
12.25,9.62,24.48,13.9,7.87,0.75,21.43,0.4,1.44,5.75
10.05,9.65,24.42,13.83,7.8,0.73,21.22,0.4,1.42,4.72
10.12,9.64,24.42,13.88,8.16,0.73,21.8,0.43,1.49,4.75
14,9.66,24.51,13.86,8.33,0.74,21.53,0.41,1.46,6.58
16.38,9.61,24.44,13.81,8.05,0.72,21.59,0.41,1.45,7.7
21.36,9.63,24.44,13.88,8.28,0.74,22.13,0.42,1.44,10.04
20.93,9.62,24.48,13.82,8.17,0.74,21.75,0.41,1.48,9.84
17.12,9.66,24.46,13.78,8.19,0.74,22.16,0.4,1.44,8.05
17.57,9.69,24.39,13.88,8.25,0.74,22.23,0.4,1.47,8.26
12.81,9.63,24.42,13.83,7.95,0.73,21.34,0.41,1.46,6.02
12,9.62,24.41,13.82,8.01,0.74,21.31,0.42,1.46,5.64
15.32,9.59,24.43,13.88,7.69,0.73,20.51,0.42,1.44,7.2
17.85,9.64,24.44,13.93,8.21,0.76,20.2,0.41,1.45,8.39
31.04,9.65,24.4,13.86,8.15,0.74,21.64,0.42,1.46,14.59
44.47,9.64,24.41,13.88,8.15,0.73,21.41,0.42,1.45,20.9
30.35,9.65,24.4,13.87,8.29,0.73,21.73,0.41,1.44,14.27
21.97,9.64,24.4,13.89,8.11,0.74,22.27,0.42,1.43,10.33
15.66,9.73,24.5,13.86,8.45,0.73,21.54,0.41,1.46,7.36
11.79,9.67,24.48,13.82,8.07,0.74,22.16,0.4,1.43,5.54
8.95,9.69,24.48,13.79,7.84,0.75,21.33,0.42,1.48,4.21
7.15,9.63,24.39,13.8,8.03,0.74,21.84,0.41,1.43,3.36
6.59,9.67,24.48,13.85,7.09,0.76,22.07,0.41,1.45,3.1
9.07,9.69,24.36,13.84,8.22,0.74,21.91,0.4,1.47,4.26
10.12,9.67,24.45,13.84,8.05,0.74,21.91,0.41,1.44,4.76
9.8,9.71,24.39,13.89,7.96,0.73,22.25,0.41,1.45,4.61
9.69,9.6,24.44,13.83,8.12,0.73,21.82,0.42,1.45,4.55
13.87,9.62,24.36,13.77,8.26,0.75,22.05,0.41,1.43,6.52
10.26,9.69,24.38,13.83,8.11,0.74,21.47,0.42,1.44,4.82
8.05,9.67,24.46,13.87,7.96,0.75,21.2,0.43,1.45,3.79
10.36,9.59,24.52,13.86,7.87,0.74,21.24,0.41,1.44,4.87
15.51,9.64,24.36,13.82,7.92,0.74,21.96,0.42,1.45,7.29
15.88,9.71,24.45,13.86,8.1,0.72,22,0.41,1.45,7.46
16.16,9.61,24.39,13.87,8.03,0.73,21.82,0.41,1.45,7.59
16.98,9.63,24.43,13.76,7.96,0.72,21.48,0.42,1.46,7.98
17.01,9.61,24.44,13.85,8.29,0.76,21.04,0.41,1.48,8
12.56,9.7,24.46,13.83,8.02,0.75,21.05,0.42,1.45,5.9
13.45,9.54,24.42,13.85,8.36,0.74,22.37,0.41,1.44,6.32
17.39,9.6,24.49,13.86,8.18,0.75,22.05,0.41,1.42,8.18
16.26,9.69,24.41,13.87,8.18,0.73,22.4,0.42,1.43,7.64
20.77,9.66,24.43,13.82,8.18,0.74,20.11,0.41,1.46,9.77
14.87,9.58,24.52,13.86,8.14,0.75,21.08,0.42,1.46,6.99
11.64,9.61,24.41,13.82,7.96,0.73,21.77,0.41,1.42,5.47
10.8,9.67,24.43,13.76,8.32,0.73,22.23,0.41,1.46,5.08
10.62,9.65,24.5,13.81,8.12,0.73,21.81,0.41,1.48,4.99
8.76,9.64,24.39,13.84,8.12,0.75,21.56,0.41,1.44,4.12
10.71,9.65,24.47,13.83,7.19,0.74,21.71,0.42,1.46,5.04
12.71,9.63,24.49,13.79,8.27,0.74,21.98,0.42,1.44,5.97
9.47,9.65,24.42,13.8,8.29,0.74,21.9,0.42,1.45,4.46
8.49,9.69,24.41,13.93,8.08,0.74,22.21,0.41,1.42,3.99
10.47,9.6,24.45,13.9,8.09,0.73,22.01,0.42,1.44,4.92
8.95,9.68,24.48,13.77,8.1,0.75,21.43,0.42,1.46,4.21
11.12,9.66,24.38,13.86,8.03,0.74,21.77,0.41,1.41,5.23
12.59,9.64,24.43,13.75,8.06,0.73,21.29,0.4,1.44,5.92
10.67,9.66,24.45,13.75,8.49,0.74,20.75,0.41,1.46,5.01
12.46,9.69,24.44,13.73,7.94,0.74,20.77,0.42,1.44,5.86
12.8,9.65,24.44,13.89,8.12,0.75,22.23,0.41,1.47,6.01
15.44,9.62,24.46,13.88,8.01,0.73,21.35,0.41,1.43,7.26
15.77,9.6,24.48,13.79,7.95,0.75,21.13,0.41,1.42,7.41
19.64,9.58,24.49,13.83,7.97,0.74,21.09,0.4,1.47,9.23
14.29,9.69,24.42,13.78,7.96,0.75,20.32,0.4,1.47,6.71
13.41,9.62,24.42,13.86,8.07,0.74,20.19,0.42,1.44,6.3
19.5,9.59,24.39,13.83,7.8,0.76,19.47,0.41,1.44,9.17
21.73,9.69,24.43,13.8,8.16,0.74,21.16,0.41,1.46,10.21
22.59,9.58,24.38,13.84,8.03,0.73,21.89,0.41,1.4,10.62
17.96,9.68,24.44,13.85,8.15,0.75,20.7,0.41,1.45,8.44
18.5,9.59,24.46,13.88,8.06,0.73,21.42,0.4,1.43,8.7
18.37,9.64,24.41,13.84,8.4,0.74,21.52,0.4,1.44,8.64
16.61,9.64,24.4,13.84,8.31,0.73,22.05,0.41,1.46,7.81
17.5,9.69,24.38,13.87,7.96,0.74,21.75,0.42,1.44,8.23
16.77,9.57,24.5,13.81,6.98,0.75,22.07,0.4,1.46,7.89
14.99,9.64,24.42,13.87,8.03,0.74,21.87,0.41,1.45,7.04
12.92,9.63,24.41,13.82,8.25,0.73,22.08,0.41,1.43,6.08
12.7,9.6,24.41,13.86,8.34,0.74,22.32,0.41,1.47,5.97
11.82,9.63,24.48,13.85,8.22,0.73,21.93,0.41,1.44,5.55
10.27,9.69,24.4,13.86,8.03,0.75,22.53,0.41,1.44,4.83
11.23,9.7,24.4,13.86,8.36,0.73,21.97,0.41,1.44,5.28
8.86,9.64,24.49,13.83,7.89,0.74,21.98,0.42,1.45,4.17
8.65,9.62,24.42,13.91,7.95,0.75,22.01,0.41,1.48,4.07
12.45,9.68,24.52,13.89,8.09,0.73,22.37,0.42,1.48,5.85
14.26,9.63,24.48,13.8,8.3,0.73,22.47,0.42,1.44,6.7
12.94,9.65,24.4,13.8,7.9,0.75,21.62,0.42,1.47,6.08
11.63,9.65,24.4,13.9,8.09,0.74,21.41,0.41,1.46,5.47
16.76,9.67,24.43,13.85,8.16,0.75,21.36,0.41,1.47,7.88
25.15,9.6,24.36,13.87,8.04,0.74,21.71,0.4,1.44,11.82
23.89,9.58,24.48,13.74,8.42,0.73,21.82,0.42,1.42,11.23
19.63,9.64,24.43,13.79,8.43,0.75,21.36,0.41,1.41,9.23
15.15,9.61,24.37,13.9,7.95,0.75,21.59,0.41,1.45,7.12
13.77,9.62,24.38,13.8,8.28,0.73,21.72,0.41,1.47,6.47
14.31,9.67,24.41,13.87,8.21,0.75,21.25,0.41,1.44,6.72
16.05,9.73,24.51,13.87,8.12,0.73,21.41,0.41,1.43,7.54
13.31,9.66,24.38,13.86,7.91,0.73,21.71,0.42,1.45,6.25
12.2,9.66,24.42,13.87,8.18,0.75,21.76,0.41,1.46,5.73
12.76,9.68,24.38,13.93,8.42,0.74,21.59,0.41,1.45,6
18.48,9.65,24.42,13.88,7.21,0.73,21.7,0.41,1.46,8.68
13.33,9.64,24.47,13.89,7.91,0.74,21.64,0.42,1.43,6.27
10.44,9.66,24.44,13.82,8.13,0.73,21.67,0.41,1.42,4.91
12.44,9.63,24.47,13.77,8.36,0.72,22.06,0.4,1.44,5.85
17.16,9.67,24.51,13.89,8.11,0.75,22.09,0.42,1.46,8.07
16.07,9.68,24.5,13.84,8.16,0.72,21.99,0.41,1.46,7.55
14.16,9.6,24.48,13.76,8.17,0.72,21.57,0.42,1.47,6.65
14.32,9.68,24.41,13.86,8.41,0.75,22.32,0.41,1.47,6.73
14.51,9.64,24.46,13.88,8.03,0.73,21.75,0.43,1.44,6.82
18.23,9.62,24.43,13.84,8.17,0.75,22.12,0.41,1.44,8.57
19.91,9.66,24.43,13.87,8.16,0.74,22.45,0.42,1.45,9.36
19.22,9.69,24.42,13.88,8.14,0.74,22.11,0.4,1.46,9.03
17.81,9.67,24.41,13.84,8.41,0.74,21.74,0.41,1.42,8.37
17.53,9.61,24.39,13.86,8.06,0.74,20.86,0.4,1.44,8.24
18.36,9.68,24.43,13.85,8.27,0.73,21.38,0.4,1.48,8.63
18.84,9.6,24.39,13.85,7.94,0.72,21.28,0.41,1.43,8.86
18.52,9.64,24.45,13.86,8.06,0.74,22.07,0.41,1.43,8.71
20.06,9.57,24.47,13.84,8.2,0.75,21.76,0.42,1.48,9.43
16.63,9.69,24.39,13.81,8.13,0.76,21.55,0.41,1.47,7.82
15.73,9.69,24.48,13.85,8.24,0.74,21.52,0.41,1.42,7.39
12.81,9.64,24.46,13.83,8.21,0.73,21.78,0.4,1.45,6.03
12.64,9.7,24.43,13.83,8.12,0.74,22.2,0.41,1.47,5.94
11.19,9.64,24.41,13.86,8.24,0.75,21.36,0.4,1.44,5.26
12.71,9.59,24.46,13.88,7.59,0.74,21.66,0.41,1.46,5.97
9.65,9.64,24.47,13.82,7.25,0.73,22.44,0.39,1.45,4.54
8.86,9.68,24.41,13.86,8.04,0.73,22.18,0.42,1.47,4.16
8.1,9.62,24.48,13.77,8.04,0.74,21.77,0.4,1.46,3.81
8.23,9.6,24.41,13.93,7.9,0.72,21.81,0.42,1.43,3.87
11.12,9.68,24.44,13.84,8.54,0.75,22.35,0.4,1.46,5.22
11.18,9.63,24.46,13.75,8.27,0.73,21.93,0.41,1.47,5.26
11.61,9.6,24.41,13.86,8.33,0.74,22.09,0.4,1.47,5.46
10.64,9.65,24.38,13.75,7.99,0.75,21.62,0.41,1.46,5
10.37,9.62,24.47,13.84,8.11,0.74,21.42,0.41,1.48,4.87
10.31,9.75,24.45,13.86,8.03,0.73,21.55,0.41,1.46,4.85
9.36,9.6,24.4,13.74,8.12,0.74,22.67,0.42,1.42,4.4
13.44,9.64,24.47,13.74,8,0.73,21.59,0.42,1.43,6.31
18.62,9.64,24.47,13.8,7.95,0.75,22.05,0.41,1.46,8.75
18.31,9.68,24.45,13.83,8.12,0.74,21.15,0.4,1.45,8.6
16.1,9.66,24.41,13.91,8.06,0.73,21.88,0.41,1.44,7.56
18.22,9.67,24.38,13.82,8.04,0.74,22.55,0.42,1.46,8.56
21.28,9.74,24.45,13.9,7.94,0.76,22.54,0.41,1.43,10
20.62,9.67,24.39,13.8,8.06,0.74,21.65,0.41,1.46,9.69
16.97,9.68,24.47,13.86,8.36,0.73,21.61,0.42,1.46,7.98
12.56,9.67,24.45,13.81,8.21,0.73,21.77,0.42,1.4,5.9
10.2,9.74,24.46,13.93,8.05,0.74,21.55,0.41,1.45,4.79
10.68,9.63,24.43,13.85,8.27,0.74,21.99,0.41,1.43,5.02
9.65,9.61,24.43,13.86,8.37,0.76,22.12,0.41,1.46,4.54
8.16,9.65,24.4,13.76,8.23,0.74,22.1,0.41,1.45,3.84
10.14,9.66,24.45,13.84,6.89,0.72,20.88,0.41,1.44,4.76
16.28,9.63,24.47,13.88,8.09,0.75,22.05,0.41,1.42,7.65
12.92,9.67,24.4,13.82,7.88,0.73,21.37,0.41,1.46,6.07
12.23,9.72,24.46,13.84,8.18,0.74,20.41,0.42,1.44,5.74
14,9.61,24.41,13.89,7.99,0.75,21.74,0.41,1.45,6.58
19.25,9.66,24.44,13.88,8.19,0.75,21.37,0.41,1.48,9.05
15.71,9.63,24.47,13.83,8.07,0.75,21.5,0.41,1.42,7.38
16.3,9.56,24.37,13.78,7.75,0.76,21.98,0.41,1.43,7.66
15.86,9.66,24.47,13.78,8.19,0.74,22.59,0.41,1.47,7.45
19.75,9.66,24.37,13.83,8.17,0.74,21.39,0.41,1.46,9.28
17.16,9.59,24.47,13.81,7.87,0.74,22.04,0.41,1.45,8.06
16.04,9.71,24.43,13.87,8.4,0.75,21.11,0.41,1.43,7.54
21.41,9.67,24.48,13.91,8.23,0.75,21.36,0.41,1.41,10.06
21.75,9.64,24.38,13.83,8.11,0.74,20.65,0.41,1.46,10.22
28.94,9.62,24.46,13.81,8.01,0.75,21.03,0.41,1.48,13.61
37.42,9.61,24.36,13.89,7.95,0.72,20.63,0.43,1.46,17.59
37.87,9.66,24.47,13.78,8.21,0.75,20.47,0.42,1.45,17.8
28.66,9.62,24.46,13.85,8.03,0.73,21.03,0.42,1.43,13.47
25.18,9.69,24.42,13.86,8.29,0.75,21.04,0.41,1.42,11.83
23.86,9.6,24.4,13.86,7.92,0.74,20.71,0.41,1.45,11.21
30.27,9.65,24.37,13.83,8.13,0.73,20.91,0.41,1.44,14.23
25.82,9.66,24.48,13.88,8.19,0.73,20.7,0.42,1.43,12.14
21.45,9.69,24.45,13.76,8.32,0.74,21.07,0.41,1.45,10.08
20.12,9.7,24.44,13.88,8.35,0.74,21.46,0.41,1.46,9.46
18.62,9.57,24.44,13.9,6.93,0.73,21.12,0.43,1.44,8.75
18.75,9.63,24.4,13.86,8.06,0.74,21.53,0.41,1.42,8.81
15.08,9.63,24.37,13.86,8.08,0.74,21.6,0.41,1.43,7.09
17.38,9.66,24.41,13.84,8.21,0.72,21.73,0.41,1.43,8.17
18.51,9.59,24.46,13.79,7.87,0.74,21.31,0.41,1.45,8.7
16.65,9.54,24.55,13.86,7.65,0.73,21.96,0.41,1.45,7.82
16.84,9.58,24.34,13.88,7.85,0.74,21.18,0.41,1.46,7.92
19.83,9.64,24.42,13.8,8.08,0.75,21.66,0.41,1.44,9.32
20.42,9.65,24.46,13.88,8.13,0.75,21.32,0.41,1.44,9.6
22.57,9.65,24.45,13.79,8.15,0.72,21.37,0.41,1.44,10.61
25.68,9.61,24.43,13.86,7.96,0.73,21.8,0.41,1.45,12.07
27.24,9.62,24.43,13.81,8,0.75,21.19,0.41,1.42,12.8
25.13,9.62,24.41,13.87,8.01,0.73,21.6,0.41,1.44,11.81
27.11,9.72,24.41,13.89,8.42,0.72,21.23,0.42,1.44,12.75
24.47,9.7,24.45,13.86,8.35,0.74,20.76,0.42,1.47,11.5
22.07,9.68,24.53,13.85,8.26,0.74,21.01,0.41,1.47,10.37
26.07,9.64,24.39,13.81,8.11,0.73,20.48,0.41,1.41,12.26
35.99,9.63,24.48,13.79,8.07,0.74,20.65,0.41,1.43,16.92
32.84,9.64,24.37,13.81,8.11,0.75,21.26,0.4,1.46,15.43
27.96,9.7,24.44,13.82,8.34,0.73,22.09,0.41,1.44,13.14
27.74,9.69,24.46,13.84,8.3,0.75,21.21,0.41,1.45,13.04
21.75,9.64,24.42,13.87,8.12,0.73,22.11,0.4,1.45,10.22
23.41,9.68,24.34,13.86,8.27,0.73,22.14,0.41,1.47,11.01
25.91,9.64,24.39,13.85,8.09,0.74,22.18,0.42,1.4,12.18
21.37,9.7,24.47,13.79,7.33,0.75,21.96,0.4,1.47,10.04
16.77,9.7,24.38,13.85,8.36,0.74,21.61,0.41,1.46,7.88
15.55,9.64,24.48,13.79,8.12,0.74,21.55,0.41,1.43,7.31
14.56,9.67,24.48,13.86,8.21,0.75,22.82,0.41,1.46,6.84
14.42,9.67,24.4,13.82,8.21,0.72,22.04,0.41,1.49,6.78
16.73,9.64,24.38,13.84,8.11,0.74,22.12,0.41,1.42,7.87
16.7,9.63,24.38,13.85,8.03,0.75,18.44,0.42,1.45,7.85
19.06,9.6,24.41,13.85,7.92,0.75,22,0.41,1.46,8.96
22.46,9.66,24.49,13.9,8.18,0.74,21.67,0.41,1.48,10.56
23.23,9.68,24.39,13.88,8.24,0.73,21.12,0.41,1.47,10.92
22.46,9.67,24.45,13.8,8.23,0.74,21.66,0.41,1.43,10.56
27.82,9.66,24.39,13.87,8.2,0.75,20.57,0.41,1.46,13.08
35.03,9.68,24.44,13.86,8.26,0.74,21.52,0.4,1.43,16.46
35.74,9.61,24.44,13.85,7.95,0.74,21.52,0.41,1.46,16.8
34.46,9.66,24.48,13.84,8.19,0.73,20.91,0.41,1.44,16.2
37.17,9.68,24.44,13.82,8.26,0.72,21.71,0.42,1.44,17.47
35.27,9.7,24.44,13.9,8.37,0.73,21.31,0.4,1.48,16.58
28,9.57,24.44,13.81,7.81,0.73,20.73,0.41,1.44,13.16
22.4,9.65,24.43,13.87,8.13,0.75,20.98,0.42,1.45,10.53
22.73,9.61,24.5,13.82,7.97,0.75,21.37,0.42,1.44,10.68
18.9,9.65,24.47,13.87,8.12,0.73,21.62,0.4,1.45,8.88
15.35,9.66,24.4,13.86,8.2,0.75,21.59,0.41,1.42,7.22
15.63,9.71,24.46,13.95,8.4,0.76,21.42,0.41,1.46,7.35
18.14,9.65,24.41,13.88,8.13,0.72,21.56,0.4,1.48,8.53
19.95,9.61,24.45,13.89,6.99,0.75,21.72,0.41,1.46,9.38
19.92,9.62,24.51,13.76,8,0.73,21.47,0.4,1.46,9.36
18.1,9.62,24.39,13.76,7.99,0.74,21.63,0.42,1.48,8.51
16.85,9.62,24.46,13.86,8.01,0.75,21.31,0.41,1.44,7.92
17.36,9.62,24.49,13.82,8,0.74,21.57,0.41,1.48,8.16
18.84,9.65,24.44,13.82,8.15,0.74,21.43,0.41,1.47,8.85
18.82,9.69,24.48,13.84,8.32,0.75,21.64,0.42,1.43,8.85
20.07,9.6,24.4,13.89,7.93,0.73,21.64,0.42,1.45,9.43
23.54,9.64,24.42,13.87,8.13,0.74,21.42,0.41,1.43,11.07
32.26,9.65,24.44,13.83,8.17,0.74,21.72,0.41,1.46,15.16
32.95,9.64,24.5,13.82,7.82,0.75,20,0.41,1.46,15.48
34.65,9.55,24.49,13.86,8.24,0.74,21.48,0.41,1.44,16.29
30.41,9.67,24.49,13.75,8.01,0.73,14.53,0.41,1.46,14.29
29.16,9.7,24.45,13.87,8.01,0.73,21.99,0.41,1.42,13.71
29.7,9.61,24.47,13.82,8.37,0.72,22.13,0.41,1.44,13.96
27.97,9.67,24.43,13.8,7.81,0.73,20.42,0.41,1.47,13.15
24.3,9.6,24.47,13.75,8.13,0.73,21.37,0.41,1.45,11.42
26.51,9.63,24.42,13.86,8.13,0.75,21.91,0.41,1.47,12.46
24.36,9.61,24.37,13.86,8.24,0.75,21.29,0.41,1.45,11.45
27.04,9.62,24.5,13.9,8.03,0.74,21.44,0.41,1.47,12.71
29.11,9.63,24.44,13.9,8.48,0.75,21.77,0.41,1.44,13.68
28.07,9.6,24.39,13.84,8.11,0.73,22.04,0.41,1.47,13.19
26.34,9.62,24.44,13.83,8.11,0.73,21.03,0.41,1.43,12.38
26.85,9.67,24.4,13.87,7.95,0.74,21.63,0.41,1.43,12.62
28.37,9.66,24.45,13.84,7.17,0.74,21.55,0.42,1.44,13.33
26.24,9.75,24.33,13.8,7.9,0.75,21.55,0.41,1.44,12.33
23.93,9.64,24.41,13.9,8.13,0.74,21.57,0.42,1.47,11.25
17.42,9.64,24.44,13.87,8.04,0.74,21.94,0.42,1.45,8.19
14.02,9.63,24.43,13.88,8.1,0.73,21.57,0.42,1.46,6.59
14.84,9.68,24.52,13.77,8.05,0.75,21.23,0.41,1.46,6.98
13.99,9.57,24.38,13.91,8.51,0.73,21.29,0.41,1.48,6.58
13.21,9.66,24.42,13.84,8.53,0.73,21.6,0.41,1.43,6.21
15.12,9.68,24.5,13.84,8.23,0.74,21.19,0.41,1.44,7.11
16,9.66,24.46,13.83,8.29,0.75,21.8,0.4,1.43,7.52
18,9.65,24.44,13.79,7.86,0.75,21.01,0.41,1.44,8.46
16.98,9.68,24.46,13.88,8,0.74,22.7,0.41,1.48,7.97
13.39,9.68,24.29,13.91,8.75,0.76,23.03,0.43,1.41,6.29
None,9.66,24.37,13.83,8.18,0.74,16.23,0.41,1.45,None
None,9.61,24.39,13.83,8.02,0.74,17.63,0.41,1.47,None
None,9.59,24.41,13.87,7.87,0.74,21.62,0.41,1.46,None
None,9.67,24.43,13.88,8.23,0.74,22.06,0.41,1.46,None
None,9.67,24.43,13.84,8.23,0.74,21.21,0.41,1.42,None
None,9.62,24.48,13.87,7.95,0.75,15.76,0.4,1.46,None
None,9.7,24.45,13.81,8.4,0.73,21.14,0.41,1.47,None
None,9.59,24.44,13.88,8.16,0.75,21.49,0.4,1.43,None
None,9.62,24.38,13.88,8.08,0.74,21.47,0.41,1.45,None
None,9.66,24.42,13.82,7.87,0.72,21.34,0.41,1.46,None
None,9.66,24.43,13.81,8.34,0.75,21.74,0.42,1.46,None
None,9.66,24.4,13.88,7.2,0.75,21.87,0.42,1.43,None
None,9.64,24.47,13.82,8.09,0.73,21.61,0.4,1.45,None
None,9.64,24.44,13.82,7.86,0.73,21.59,0.42,1.48,None
None,9.58,24.41,13.94,7.88,0.74,21.4,0.41,1.46,None
None,9.63,24.37,13.9,8.14,0.74,21.52,0.41,1.45,None
None,9.69,24.37,13.84,8,0.74,21.27,0.41,1.44,None
None,9.67,24.47,13.84,8.33,0.74,21.22,0.41,1.44,None
None,9.61,24.39,13.83,8.03,0.75,21.88,0.41,1.44,None
None,9.62,24.47,13.96,8.1,0.74,19.32,0.41,1.48,None
None,9.66,24.49,13.85,8.11,0.72,21.15,0.41,1.44,None
None,9.67,24.48,13.9,8.08,0.74,21.94,0.42,1.4,None
None,9.68,24.45,13.93,8.09,0.71,15.4,0.41,1.43,None
None,9.6,24.46,13.78,7.86,0.75,20.74,0.41,1.43,None
None,9.62,24.39,13.87,8.03,0.73,21.88,0.42,1.47,None
27.3,9.65,24.43,13.87,8.12,0.75,23.96,0.42,1.48,12.83
26.48,9.66,24.38,13.9,7.94,0.75,23.39,0.42,1.44,12.44
24.05,9.7,24.61,13.9,8.15,0.71,22.1,0.38,1.5,None
21.47,9.61,24.64,13.88,8,0.73,14.46,0.41,1.5,None
18.25,9.68,24.72,13.88,8.27,0.75,21,0.42,1.41,None
14.69,9.69,24.74,13.85,8.33,0.75,21.75,0.41,1.45,None
16.79,9.64,24.66,13.79,8.09,0.74,21.86,0.39,1.44,None
19.66,9.62,24.63,13.9,8.01,0.74,22.29,0.42,1.45,None
21.41,9.63,24.64,13.83,8.06,0.74,22.11,0.41,1.48,None
